0.de.pool.ntp.org;0;0.000168;0.000000;0.011575;-0.256698
0.de.pool.ntp.org;1;0.000168;0.010860;0.017005;-0.261682
0.de.pool.ntp.org;2;0.000183;0.010860;0.013615;-0.254507
0.de.pool.ntp.org;3;0.000198;0.013761;0.010124;-0.258006
0.de.pool.ntp.org;4;0.000137;0.015708;0.009151;-0.259015
0.de.pool.ntp.org;5;0.000153;0.015708;0.010868;-0.260686
0.de.pool.ntp.org;6;0.000153;0.015708;0.015937;-0.255238
0.de.pool.ntp.org;7;0.000168;0.015708;0.009341;-0.259269
0.de.pool.ntp.org;8;0.000168;0.015708;0.013877;-0.254652
0.de.pool.ntp.org;9;0.000183;0.013573;0.009312;-0.259432
0.de.pool.ntp.org;10;0.000198;0.013573;0.009285;-0.259483
0.de.pool.ntp.org;11;0.000198;0.013573;0.009364;-0.259560
0.de.pool.ntp.org;12;0.000092;0.013305;0.009300;-0.259631
0.de.pool.ntp.org;13;0.000107;0.013305;0.011246;-0.257727
0.de.pool.ntp.org;14;0.000122;0.009184;0.009294;-0.259918
0.de.pool.ntp.org;15;0.000122;0.013498;0.016034;-0.253345
0.de.pool.ntp.org;16;0.000137;0.013498;0.012486;-0.263349
0.de.pool.ntp.org;17;0.000153;0.013602;0.009233;-0.260200
0.de.pool.ntp.org;18;0.000153;0.013602;0.009289;-0.260328
0.de.pool.ntp.org;19;0.000168;0.013602;0.014076;-0.255505
0.de.pool.ntp.org;20;0.000107;0.013940;0.009063;-0.260125
0.de.pool.ntp.org;21;0.000122;0.013940;0.009364;-0.260707
0.de.pool.ntp.org;22;0.000137;0.013940;0.014183;-0.265567
0.de.pool.ntp.org;23;0.000137;0.010240;0.009267;-0.260870
0.de.pool.ntp.org;24;0.000153;0.010240;0.014103;-0.261701
0.de.pool.ntp.org;25;0.000168;0.010240;0.014018;-0.256213
0.de.pool.ntp.org;26;0.000168;0.010240;0.009171;-0.261082
0.de.pool.ntp.org;27;0.000183;0.010240;0.009358;-0.261207
0.de.pool.ntp.org;28;0.000122;0.010025;0.009345;-0.261204
0.de.pool.ntp.org;29;0.000137;0.010025;0.010113;-0.262275
0.de.pool.ntp.org;30;0.000137;0.009866;0.009361;-0.261506
0.de.pool.ntp.org;31;0.000153;0.009866;0.011599;-0.263971
0.de.pool.ntp.org;32;0.000168;0.009695;0.009254;-0.261625
0.de.pool.ntp.org;33;0.000168;0.004856;0.009348;-0.261685
0.de.pool.ntp.org;34;0.000183;0.004689;0.009424;-0.261547
0.de.pool.ntp.org;35;0.000198;0.008532;0.013520;-0.266267
0.de.pool.ntp.org;36;0.000168;0.008532;0.009370;-0.262059
0.de.pool.ntp.org;37;0.000168;0.051946;0.035227;-0.277721
0.de.pool.ntp.org;38;0.000183;0.051946;0.009318;-0.262334
0.de.pool.ntp.org;39;0.000198;0.051946;0.015173;-0.268379
0.de.pool.ntp.org;40;0.000198;0.051818;0.029913;-0.266882
0.de.pool.ntp.org;41;0.000214;0.051818;0.009355;-0.262561
0.de.pool.ntp.org;42;0.000229;0.051818;0.009388;-0.262760
0.de.pool.ntp.org;43;0.000244;0.051818;0.010625;-0.263919
0.de.pool.ntp.org;44;0.000122;0.051941;0.009257;-0.263121
0.de.pool.ntp.org;45;0.000137;0.041313;0.017395;-0.263820
0.de.pool.ntp.org;46;0.000153;0.041512;0.009157;-0.263196
